mL,mAU
18.845,0.003055556
18.852,0.003055556
18.859,0.003055556
18.866,0.005055556
18.873,0.001055556
18.88,-0.000944444
18.887,-0.000944444
18.894,5.56E-05
18.901,0.001055556
18.908,0.002055556
18.915,0.002055556
18.922,0.001055556
18.929,5.56E-05
18.936,-0.001944444
18.943,-0.000944444
18.95,5.56E-05
18.957,0.003055556
18.964,0.002055556
18.971,0.002055556
18.978,0.004055556
18.985,0.008055556
18.992,0.010055556
18.999,0.009055556
19.006,0.007055556
19.013,0.006055556
19.02,0.005055556
19.027,0.005055556
19.034,0.005055556
19.041,0.004055556
19.048,0.003055556
19.055,0.006055556
19.062,0.007055556
19.069,0.008055556
19.076,0.010055556
19.083,0.011055556
19.09,0.011055556
19.097,0.010055556
19.104,0.011055556
19.111,0.010055556
19.118,0.008055556
19.125,0.003055556
19.132,0.001055556
19.14,0.001055556
19.147,0.001055556
19.154,0.003055556
19.161,0.006055556
19.168,0.009055556
19.175,0.009055556
19.182,0.010055556
19.189,0.012055556
19.196,0.011055556
19.203,0.016055556
19.21,0.018055556
19.217,0.016055556
19.224,0.011055556
19.231,0.007055556
19.238,0.004055556
19.245,0.004055556
19.252,0.008055556
19.259,0.014055556
19.266,0.019055556
19.273,0.019055556
19.28,0.018055556
19.287,0.017055556
19.294,0.020055556
19.301,0.023055556
19.308,0.025055556
19.315,0.026055556
19.322,0.024055556
19.329,0.022055556
19.336,0.022055556
19.343,0.027055556
19.35,0.031055556
19.357,0.031055556
19.364,0.032055556
19.371,0.033055556
19.378,0.034055556
19.385,0.036055556
19.392,0.038055556
19.399,0.038055556
19.406,0.035055556
19.413,0.036055556
19.42,0.037055556
19.427,0.040055556
19.434,0.041055556
19.441,0.043055556
19.448,0.045055556
19.455,0.048055556
19.462,0.049055556
19.469,0.050055556
19.476,0.050055556
19.483,0.053055556
19.49,0.055055556
19.497,0.056055556
19.504,0.055055556
19.511,0.055055556
19.518,0.056055556
19.525,0.056055556
19.532,0.060055556
19.539,0.064055556
19.546,0.064055556
19.554,0.063055556
19.561,0.062055556
19.568,0.060055556
19.575,0.062055556
19.582,0.064055556
19.589,0.066055556
19.596,0.070055556
19.603,0.072055556
19.61,0.073055556
19.617,0.074055556
19.624,0.073055556
19.631,0.072055556
19.638,0.070055556
19.645,0.075055556
19.652,0.075055556
19.659,0.074055556
19.666,0.074055556
19.673,0.070055556
19.68,0.069055556
19.687,0.072055556
19.694,0.073055556
19.701,0.074055556
19.708,0.074055556
19.715,0.072055556
19.722,0.073055556
19.729,0.075055556
19.736,0.076055556
19.743,0.077055556
19.75,0.077055556
19.757,0.074055556
19.764,0.073055556
19.771,0.075055556
19.778,0.077055556
19.785,0.075055556
19.792,0.074055556
19.799,0.074055556
19.806,0.072055556
19.813,0.073055556
19.82,0.072055556
19.827,0.070055556
19.834,0.066055556
19.841,0.064055556
19.848,0.065055556
19.855,0.065055556
19.862,0.069055556
19.869,0.072055556
19.876,0.073055556
19.883,0.072055556
19.89,0.069055556
19.897,0.066055556
19.904,0.064055556
19.911,0.063055556
19.918,0.062055556
19.925,0.063055556
19.932,0.062055556
19.939,0.061055556
19.946,0.060055556
19.953,0.061055556
19.961,0.062055556
19.968,0.065055556
19.975,0.063055556
19.982,0.063055556
19.989,0.062055556
19.996,0.062055556
20.003,0.062055556
20.01,0.062055556
20.017,0.061055556
20.024,0.062055556
20.031,0.061055556
20.038,0.059055556
20.045,0.057055556
20.052,0.057055556
20.059,0.057055556
20.066,0.056055556
20.073,0.055055556
20.08,0.053055556
20.087,0.049055556
20.094,0.049055556
20.101,0.050055556
20.108,0.051055556
20.115,0.054055556
20.122,0.052055556
20.129,0.049055556
20.136,0.046055556
20.143,0.048055556
20.15,0.049055556
20.157,0.049055556
20.164,0.048055556
20.171,0.048055556
20.178,0.047055556
20.185,0.046055556
20.192,0.045055556
20.199,0.045055556
20.206,0.048055556
20.213,0.049055556
20.22,0.049055556
20.227,0.048055556
20.234,0.047055556
20.241,0.046055556
20.248,0.044055556
20.255,0.042055556
20.262,0.043055556
20.269,0.043055556
20.276,0.042055556
20.283,0.039055556
20.29,0.037055556
20.297,0.036055556
20.304,0.040055556
20.311,0.042055556
20.318,0.043055556
20.325,0.040055556
20.332,0.039055556
20.339,0.039055556
20.346,0.039055556
20.353,0.040055556
20.36,0.040055556
20.368,0.040055556
20.375,0.038055556
20.382,0.034055556
20.389,0.030055556
20.396,0.030055556
20.403,0.032055556
20.41,0.034055556
20.417,0.035055556
20.424,0.032055556
20.431,0.031055556
20.438,0.032055556
20.445,0.030055556
20.452,0.029055556
20.459,0.029055556
20.466,0.030055556
20.473,0.030055556
20.48,0.030055556
20.487,0.029055556
20.494,0.030055556
20.501,0.031055556
20.508,0.032055556
20.515,0.030055556
20.522,0.029055556
20.529,0.028055556
20.536,0.026055556
20.543,0.026055556
20.55,0.024055556
20.557,0.020055556
20.564,0.019055556
20.571,0.018055556
20.578,0.017055556
20.585,0.019055556
20.592,0.020055556
20.599,0.020055556
20.606,0.021055556
20.613,0.019055556
20.62,0.017055556
20.627,0.016055556
20.634,0.015055556
20.641,0.016055556
20.648,0.018055556
20.655,0.020055556
20.662,0.019055556
20.669,0.018055556
20.676,0.017055556
20.683,0.016055556
20.69,0.017055556
20.697,0.019055556
20.704,0.019055556
20.711,0.018055556
20.718,0.017055556
20.725,0.019055556
20.732,0.018055556
20.739,0.016055556
20.746,0.015055556
20.753,0.014055556
20.76,0.014055556
20.767,0.013055556
20.775,0.010055556
20.782,0.011055556
20.789,0.013055556
20.796,0.010055556
20.803,0.013055556
20.81,0.016055556
20.817,0.016055556
20.824,0.012055556
20.831,0.009055556
20.838,0.008055556
20.845,0.006055556
20.852,0.007055556
20.859,0.008055556
20.866,0.007055556
20.873,0.006055556
20.88,0.006055556
20.887,0.007055556
20.894,0.008055556
20.901,0.009055556
20.908,0.010055556
20.915,0.012055556
20.922,0.012055556
20.929,0.012055556
20.936,0.010055556
20.943,0.009055556
20.95,0.009055556
20.957,0.012055556
20.964,0.008055556
20.971,0.006055556
20.978,0.005055556
20.985,0.004055556
20.992,0.007055556
20.999,0.010055556
21.006,0.012055556
21.013,0.012055556
21.02,0.011055556
21.027,0.008055556
21.034,0.007055556
21.041,0.008055556
21.048,0.010055556
21.055,0.012055556
21.062,0.014055556
21.069,0.014055556
21.076,0.012055556
21.083,0.012055556
21.09,0.012055556
21.097,0.013055556
21.104,0.017055556
21.111,0.018055556
21.118,0.019055556
21.125,0.021055556
21.132,0.026055556
21.139,0.029055556
21.146,0.031055556
21.153,0.032055556
21.16,0.033055556
21.167,0.034055556
21.174,0.037055556
21.181,0.042055556
21.189,0.048055556
21.196,0.051055556
21.203,0.055055556
21.21,0.059055556
21.217,0.065055556
21.224,0.070055556
21.231,0.074055556
21.238,0.079055556
21.245,0.093055556
21.252,0.101055556
21.259,0.109055556
21.266,0.125055556
21.273,0.136055556
21.28,0.147055556
21.287,0.159055556
21.294,0.180055556
21.301,0.195055556
21.308,0.204055556
21.315,0.219055556
21.322,0.246055556
21.329,0.275055556
21.336,0.295055556
21.343,0.315055556
21.35,0.345055556
21.357,0.386055556
21.364,0.406055556
21.371,0.447055556
21.378,0.497055556
21.385,0.523055556
21.392,0.552055556
21.399,0.591055556
21.406,0.652055556
21.413,0.688055556
21.42,0.720055556
21.427,0.751055556
21.434,0.810055556
21.441,0.859055556
21.448,0.899055556
21.455,0.939055556
21.462,1.002055556
21.469,1.062055556
21.476,1.097055556
21.483,1.180055556
21.49,1.243055556
21.497,1.278055556
21.504,1.323055556
21.511,1.390055556
21.518,1.463055556
21.525,1.505055556
21.532,1.539055556
21.539,1.586055556
21.546,1.662055556
21.553,1.707055556
21.56,1.749055556
21.567,1.791055556
21.574,1.850055556
21.581,1.896055556
21.588,1.940055556
21.596,2.007055556
21.603,2.039055556
21.61,2.066055556
21.617,2.098055556
21.624,2.151055556
21.631,2.189055556
21.638,2.213055556
21.645,2.233055556
21.652,2.272055556
21.659,2.311055556
21.666,2.327055556
21.673,2.344055556
21.68,2.365055556
21.687,2.389055556
21.694,2.402055556
21.701,2.418055556
21.708,2.433055556
21.715,2.435055556
21.722,2.439055556
21.729,2.442055556
21.736,2.444055556
21.743,2.443055556
21.75,2.441055556
21.757,2.438055556
21.764,2.422055556
21.771,2.411055556
21.778,2.404055556
21.785,2.392055556
21.792,2.371055556
21.799,2.350055556
21.806,2.336055556
21.813,2.303055556
21.82,2.275055556
21.827,2.255055556
21.834,2.232055556
21.841,2.195055556
21.848,2.155055556
21.855,2.129055556
21.862,2.107055556
21.869,2.074055556
21.876,2.019055556
21.883,1.989055556
21.89,1.958055556
21.897,1.921055556
21.904,1.860055556
21.911,1.817055556
21.918,1.779055556
21.925,1.714055556
21.932,1.669055556
21.939,1.633055556
21.946,1.603055556
21.953,1.545055556
21.96,1.495055556
21.967,1.457055556
21.974,1.422055556
21.981,1.362055556
21.988,1.298055556
21.995,1.268055556
22.003,1.232055556
22.01,1.189055556
22.017,1.137055556
22.024,1.103055556
22.031,1.055055556
22.038,0.996055556
22.045,0.964055556
22.052,0.936055556
22.059,0.903055556
22.066,0.849055556
22.073,0.813055556
22.08,0.783055556
22.087,0.756055556
22.094,0.705055556
22.101,0.671055556
22.108,0.651055556
22.115,0.625055556
22.122,0.588055556
22.129,0.552055556
22.136,0.531055556
22.143,0.504055556
22.15,0.481055556
22.157,0.463055556
22.164,0.446055556
22.171,0.419055556
22.178,0.387055556
22.185,0.372055556
22.192,0.356055556
22.199,0.337055556
22.206,0.311055556
22.213,0.295055556
22.22,0.282055556
22.227,0.273055556
22.234,0.250055556
22.241,0.237055556
22.248,0.228055556
22.255,0.207055556
22.262,0.194055556
22.269,0.185055556
22.276,0.178055556
22.283,0.162055556
22.29,0.150055556
22.297,0.143055556
22.304,0.141055556
22.311,0.135055556
22.318,0.127055556
22.325,0.120055556
22.332,0.114055556
22.339,0.107055556
22.346,0.099055556
22.353,0.093055556
22.36,0.087055556
22.367,0.081055556
22.374,0.074055556
22.381,0.073055556
22.388,0.072055556
22.395,0.065055556
22.402,0.061055556
22.409,0.057055556
22.417,0.054055556
22.424,0.048055556
22.431,0.043055556
22.438,0.039055556
22.445,0.037055556
22.452,0.036055556
22.459,0.035055556
22.466,0.033055556
22.473,0.028055556
22.48,0.024055556
22.487,0.022055556
22.494,0.019055556
22.501,0.016055556
22.508,0.015055556
22.515,0.013055556
22.522,0.013055556
22.529,0.013055556
22.536,0.011055556
22.543,0.008055556
22.55,0.006055556
22.557,0.005055556
22.564,0.006055556
22.571,0.007055556
22.578,0.007055556
22.585,0.002055556
22.592,5.56E-05
22.599,5.56E-05
22.606,5.56E-05
22.613,0.002055556
22.62,0.003055556
22.627,0.002055556
22.634,0.001055556
22.641,5.56E-05
22.648,-0.001944444
22.655,5.56E-05
22.662,0.001055556
22.669,5.56E-05
22.676,-0.001944444
22.683,-0.004944444
22.69,-0.005944444
22.697,-0.005944444
22.704,-0.005944444
22.711,-0.005944444
22.718,-0.006944444
22.725,-0.007944444
22.732,-0.009944444
22.739,-0.010944444
22.746,-0.011944444
22.753,-0.008944444
22.76,-0.005944444
22.767,-0.002944444
22.774,-0.001944444
22.781,-0.002944444
22.788,-0.004944444
22.795,-0.006944444
22.802,-0.006944444
22.809,-0.006944444
22.816,-0.005944444
22.824,-0.005944444
22.831,-0.008944444
22.838,-0.012944444
22.845,-0.011944444
22.852,-0.011944444
22.859,-0.011944444
22.866,-0.009944444
22.873,-0.010944444
22.88,-0.012944444
22.887,-0.013944444
22.894,-0.014944444
22.901,-0.013944444
22.908,-0.010944444
22.915,-0.008944444
22.922,-0.009944444
22.929,-0.012944444
22.936,-0.014944444
22.943,-0.013944444
22.95,-0.013944444
22.957,-0.014944444
22.964,-0.014944444
22.971,-0.014944444
22.978,-0.015944444
22.985,-0.016944444
22.992,-0.015944444
22.999,-0.014944444
23.006,-0.014944444
23.013,-0.012944444
23.02,-0.009944444
23.027,-0.006944444
23.034,-0.006944444
23.041,-0.006944444
23.048,-0.007944444
23.055,-0.007944444
23.062,-0.008944444
23.069,-0.009944444
23.076,-0.010944444
23.083,-0.010944444
23.09,-0.010944444
23.097,-0.009944444
23.104,-0.010944444
23.111,-0.007944444
23.118,-0.001944444
23.125,-0.003944444
23.132,-0.003944444
23.139,-0.004944444
23.146,-0.008944444
23.153,-0.009944444
23.16,-0.009944444
23.167,-0.010944444
23.174,-0.009944444
23.181,-0.007944444
23.188,-0.006944444
23.195,-0.008944444
23.202,-0.008944444
23.209,-0.008944444
23.216,-0.007944444
23.223,-0.005944444
23.231,-0.006944444
23.238,-0.009944444
23.245,-0.009944444
23.252,-0.009944444
23.259,-0.007944444
23.266,-0.005944444
23.273,-0.005944444
23.28,-0.005944444
23.287,-0.005944444
23.294,-0.006944444
23.301,-0.008944444
23.308,-0.010944444
23.315,-0.011944444
23.322,-0.011944444
23.329,-0.012944444
23.336,-0.012944444
23.343,-0.012944444
23.35,-0.012944444
23.357,-0.011944444
23.364,-0.012944444
23.371,-0.013944444
23.378,-0.013944444
23.385,-0.009944444
23.392,-0.009944444
23.399,-0.011944444
23.406,-0.013944444
23.413,-0.017944444
23.42,-0.020944444
23.427,-0.020944444
23.434,-0.019944444
23.441,-0.018944444
23.448,-0.016944444
23.455,-0.015944444
23.462,-0.014944444
23.469,-0.013944444
23.476,-0.014944444
23.483,-0.016944444
23.49,-0.017944444
23.497,-0.016944444
23.504,-0.020944444
23.511,-0.021944444
23.518,-0.022944444
23.525,-0.023944444
23.532,-0.024944444
23.539,-0.025944444
23.546,-0.027944444
23.553,-0.025944444
23.56,-0.024944444
23.567,-0.023944444
23.574,-0.024944444
23.581,-0.025944444
23.588,-0.025944444
23.595,-0.023944444
23.602,-0.026944444
23.609,-0.030944444
23.616,-0.032944444
23.623,-0.030944444
23.63,-0.029944444
23.638,-0.028944444
23.645,-0.030944444
23.652,-0.032944444
23.659,-0.034944444
23.666,-0.035944444
23.673,-0.034944444
23.68,-0.032944444
23.687,-0.030944444
23.694,-0.031944444
23.701,-0.032944444
23.708,-0.031944444
23.715,-0.035944444
23.722,-0.038944444
23.729,-0.040944444
23.736,-0.041944444
23.743,-0.042944444
23.75,-0.041944444
23.757,-0.036944444
23.764,-0.034944444
23.771,-0.034944444
23.778,-0.036944444
23.785,-0.038944444
23.792,-0.038944444
23.799,-0.036944444
23.806,-0.037944444
23.813,-0.036944444
23.82,-0.037944444
23.827,-0.038944444
23.834,-0.037944444
23.841,-0.037944444
23.848,-0.038944444
23.855,-0.036944444
23.862,-0.036944444
23.869,-0.036944444
23.876,-0.036944444
23.883,-0.039944444
23.89,-0.041944444
23.897,-0.041944444
23.904,-0.039944444
23.911,-0.038944444
23.918,-0.037944444
23.925,-0.036944444
23.932,-0.039944444
23.939,-0.042944444
23.946,-0.042944444
23.953,-0.043944444
23.96,-0.042944444
23.967,-0.041944444
23.974,-0.040944444
23.981,-0.040944444
23.988,-0.039944444
23.995,-0.041944444
24.002,-0.042944444
24.009,-0.042944444
24.016,-0.041944444
24.023,-0.042944444
24.03,-0.041944444
24.037,-0.040944444
24.044,-0.038944444
24.052,-0.036944444
24.059,-0.034944444
24.066,-0.035944444
24.073,-0.038944444
24.08,-0.041944444
24.087,-0.042944444
24.094,-0.043944444
24.101,-0.043944444
24.108,-0.040944444
24.115,-0.041944444
24.122,-0.044944444
24.129,-0.046944444
24.136,-0.044944444
24.143,-0.042944444
24.15,-0.040944444
24.157,-0.039944444
24.164,-0.038944444
24.171,-0.036944444
24.178,-0.034944444
24.185,-0.034944444
24.192,-0.034944444
24.199,-0.034944444
24.206,-0.036944444
24.213,-0.037944444
24.22,-0.037944444
24.227,-0.037944444
24.234,-0.038944444
24.241,-0.038944444
24.248,-0.036944444
24.255,-0.033944444
24.262,-0.035944444
24.269,-0.037944444
24.276,-0.037944444
24.283,-0.036944444
24.29,-0.035944444
24.297,-0.034944444
24.304,-0.034944444
24.311,-0.033944444
24.318,-0.030944444
24.325,-0.028944444
24.332,-0.029944444
24.339,-0.031944444
24.346,-0.030944444
24.353,-0.031944444
24.36,-0.033944444
24.367,-0.036944444
24.374,-0.035944444
24.381,-0.033944444
24.388,-0.032944444
24.395,-0.032944444
24.402,-0.031944444
24.409,-0.032944444
24.416,-0.034944444
24.423,-0.036944444
24.43,-0.036944444
24.437,-0.033944444
24.444,-0.032944444
24.451,-0.032944444
24.459,-0.030944444
24.466,-0.028944444
24.473,-0.026944444
24.48,-0.025944444
24.487,-0.025944444
24.494,-0.024944444
24.501,-0.023944444
24.508,-0.022944444
24.515,-0.027944444
24.522,-0.029944444
24.529,-0.029944444
24.536,-0.027944444
24.543,-0.025944444
24.55,-0.024944444
24.557,-0.024944444
24.564,-0.022944444
24.571,-0.021944444
24.578,-0.021944444
24.585,-0.022944444
24.592,-0.023944444
24.599,-0.025944444
24.606,-0.026944444
24.613,-0.024944444
24.62,-0.022944444
24.627,-0.021944444
24.634,-0.021944444
24.641,-0.020944444
24.648,-0.019944444
24.655,-0.016944444
24.662,-0.015944444
24.669,-0.015944444
24.676,-0.013944444
24.683,-0.014944444
24.69,-0.014944444
24.697,-0.014944444
24.704,-0.016944444
24.711,-0.017944444
24.718,-0.016944444
24.725,-0.014944444
24.732,-0.009944444
24.739,-0.006944444
24.746,-0.007944444
24.753,-0.008944444
24.76,-0.009944444
24.767,-0.009944444
24.774,-0.010944444
24.781,-0.011944444
24.788,-0.011944444
24.795,-0.008944444
24.802,-0.007944444
24.809,-0.006944444
24.816,-0.002944444
24.823,-0.003944444
24.83,-0.004944444
24.837,-0.005944444
24.844,-0.004944444
24.851,-0.004944444
24.858,-0.003944444
24.866,-0.002944444
24.873,-0.006944444
24.88,-0.009944444
24.887,-0.009944444
24.894,-0.004944444
24.901,-0.002944444
24.908,-0.003944444
24.915,-0.001944444
24.922,-0.001944444
24.929,-0.001944444
24.936,5.56E-05
24.943,0.001055556
24.95,5.56E-05
24.957,-0.002944444
24.964,-0.003944444
24.971,-0.003944444
24.978,-0.004944444
24.985,-0.003944444
24.992,-0.003944444
24.999,-0.002944444
25.006,-0.004944444
25.013,-0.006944444
25.02,-0.009944444
